id,age,gender,condition,reaction_time,equation
12,22,Female,low_bpm,3.111404199997196,3 + 5
12,22,Female,low_bpm,1.5886477000021841,20 / 5
12,22,Female,low_bpm,1.1936731000023428,1 * 3
12,22,Female,low_bpm,1.6253954999847338,10 / 5
12,22,Female,low_bpm,1.1885555000044405,7 + 2
12,22,Female,low_bpm,1.2460950000095181,5 - 2
12,22,Female,low_bpm,1.4968322000058834,6 - 6
12,22,Female,low_bpm,1.3677556000184268,15 / 3
12,22,Female,low_bpm,1.136720200011041,7 * 1
12,22,Female,low_bpm,1.1601813999877777,3 + 6
12,22,Female,low_bpm,1.1317669000127353,3 * 3
12,22,Female,low_bpm,2.188288300007116,12 - 5
12,22,Female,high_bpm,1.8834340999892447,4 + 3
12,22,Female,high_bpm,1.5088966000184882,18 / 3
12,22,Female,high_bpm,1.3245433999982197,5 + 4
12,22,Female,high_bpm,1.0623589999740943,4 * 2
12,22,Female,high_bpm,2.0873330000031274,7 / 1
12,22,Female,high_bpm,1.1557574999751523,2 * 4
12,22,Female,high_bpm,2.033045599993784,15 - 8
12,22,Female,high_bpm,1.3621961000026204,7 - 3
12,22,Female,high_bpm,1.4699188999948092,12 / 2
12,22,Female,high_bpm,1.229675300011877,3 * 0
12,22,Female,high_bpm,1.2310861999867484,3 + 1
12,22,Female,high_bpm,1.1569663000118453,10 - 4
12,22,Female,silence,1.6103774000075646,8 / 4
12,22,Female,silence,1.011218600004213,1 + 8
12,22,Female,silence,1.2693948000087403,2 * 2
12,22,Female,silence,1.1098212999932002,8 - 5
12,22,Female,silence,1.619458700006362,6 - 3
12,22,Female,silence,1.1287776000099257,2 * 3
12,22,Female,silence,1.2692536000104155,7 - 4
12,22,Female,silence,1.0573433000245132,4 * 1
12,22,Female,silence,1.1640445000084583,2 + 5
12,22,Female,silence,1.123263899993617,6 + 2
12,22,Female,silence,1.8663101999845821,12 / 4
12,22,Female,silence,1.3238836000091396,6 / 2
