id,age,gender,condition,reaction_time,equation
16,18,Male,high_bpm,1.5880145999835804,8 / 4
16,18,Male,high_bpm,1.3477891999937128,18 / 3
16,18,Male,high_bpm,1.3360866000002716,3 * 0
16,18,Male,high_bpm,2.374017299996922,4 + 3
16,18,Male,high_bpm,1.2442450000089593,6 - 6
16,18,Male,high_bpm,1.9915632999909576,7 + 2
16,18,Male,high_bpm,1.6780581999919377,12 / 4
16,18,Male,high_bpm,1.1477904000203125,1 * 3
16,18,Male,high_bpm,0.8082146999950055,5 - 2
16,18,Male,high_bpm,1.2444446999870706,2 * 3
16,18,Male,high_bpm,0.9234998000029009,3 + 1
16,18,Male,high_bpm,0.889810499997111,6 - 3
16,18,Male,low_bpm,1.5974487000203226,2 + 5
16,18,Male,low_bpm,1.204112899984466,10 - 4
16,18,Male,low_bpm,1.0367308999993838,12 / 2
16,18,Male,low_bpm,1.1012568000005558,3 + 6
16,18,Male,low_bpm,1.6609133000019938,2 * 4
16,18,Male,low_bpm,1.4512987000052817,6 / 2
16,18,Male,low_bpm,1.6277338000072632,7 / 1
16,18,Male,low_bpm,1.533335200016154,8 - 5
16,18,Male,low_bpm,1.3031130000017583,15 - 8
16,18,Male,low_bpm,1.199306099995738,4 * 2
16,18,Male,low_bpm,1.0306513999821618,1 + 8
16,18,Male,low_bpm,2.5203589999873657,4 * 1
16,18,Male,silence,1.4457477999967523,10 / 5
16,18,Male,silence,1.32055780000519,3 + 5
16,18,Male,silence,1.1715584000048693,5 + 4
16,18,Male,silence,1.02578050000011,7 * 1
16,18,Male,silence,1.1870310000085738,7 - 4
16,18,Male,silence,1.4587348000204656,15 / 3
16,18,Male,silence,1.1418185999791604,6 + 2
16,18,Male,silence,1.0864723999984562,20 / 5
16,18,Male,silence,1.0556344999931753,2 * 2
16,18,Male,silence,1.5404645999951754,12 - 5
16,18,Male,silence,1.0573102999769617,3 * 3
16,18,Male,silence,1.0924304999934975,7 - 3
