id,age,gender,condition,reaction_time,equation
17,22,Male,low_bpm,1.8651257999881636,6 - 3
17,22,Male,low_bpm,1.3691150000086054,12 / 4
17,22,Male,low_bpm,1.1436544999887701,6 / 2
17,22,Male,low_bpm,1.0603343000111636,3 + 1
17,22,Male,low_bpm,1.4558596999850124,4 * 2
17,22,Male,low_bpm,1.980937600019388,18 / 3
17,22,Male,low_bpm,2.0602085999853443,7 + 2
17,22,Male,low_bpm,1.3342814000207,5 + 4
17,22,Male,low_bpm,1.610236000007717,7 - 4
17,22,Male,low_bpm,1.3494550999894273,2 * 4
17,22,Male,low_bpm,1.700807800021721,12 - 5
17,22,Male,low_bpm,1.309992800001055,3 * 3
17,22,Male,high_bpm,1.6127150999964215,2 + 5
17,22,Male,high_bpm,1.2507255999953486,7 * 1
17,22,Male,high_bpm,2.0177319000067655,8 / 4
17,22,Male,high_bpm,1.13738130001002,3 + 5
17,22,Male,high_bpm,1.2644913999829441,6 - 6
17,22,Male,high_bpm,1.3880646000034176,5 - 2
17,22,Male,high_bpm,1.3001291999826208,20 / 5
17,22,Male,high_bpm,1.3226427999907173,10 - 4
17,22,Male,high_bpm,1.3378494999778923,3 * 0
17,22,Male,high_bpm,1.3611103000002913,10 / 5
17,22,Male,high_bpm,1.116401200008113,2 * 2
17,22,Male,high_bpm,1.2754483000026084,3 + 6
17,22,Male,silence,4.876343999989331,4 + 3
17,22,Male,silence,1.1258020999957807,7 - 3
17,22,Male,silence,1.523281700006919,15 / 3
17,22,Male,silence,3.9031182000180706,7 / 1
17,22,Male,silence,1.4189003999927081,2 * 3
17,22,Male,silence,1.9442832999920938,12 / 2
17,22,Male,silence,1.1016887000005227,4 * 1
17,22,Male,silence,1.4591947000008076,8 - 5
17,22,Male,silence,1.558672800019849,6 + 2
17,22,Male,silence,1.479007999994792,1 * 3
17,22,Male,silence,1.0774396999913733,1 + 8
17,22,Male,silence,2.4341043999884278,15 - 8
