id,age,gender,condition,reaction_time,equation
4,23,Female,high_bpm,1.2861265999963507,7 - 3
4,23,Female,high_bpm,0.8968853999977,10 - 4
4,23,Female,high_bpm,1.5569659000029787,5 - 2
4,23,Female,high_bpm,0.9069732999778353,2 * 3
4,23,Female,high_bpm,1.431028699997114,7 / 1
4,23,Female,high_bpm,0.7955018999928143,1 * 3
4,23,Female,high_bpm,0.8238207000249531,7 + 2
4,23,Female,high_bpm,0.8651637999864761,7 * 1
4,23,Female,high_bpm,0.810373599990271,10 / 5
4,23,Female,high_bpm,0.782388899999205,2 + 5
4,23,Female,high_bpm,0.7305468000122346,20 / 5
4,23,Female,high_bpm,0.8387801000208128,3 + 6
4,23,Female,silence,0.9462393999856431,3 * 3
4,23,Female,silence,0.9200010000204202,2 * 4
4,23,Female,silence,1.160969099990325,15 - 8
4,23,Female,silence,0.9368627999792807,5 + 4
4,23,Female,silence,1.6312293999944814,12 - 5
4,23,Female,silence,1.2320178000081796,8 / 4
4,23,Female,silence,0.8166701000009198,2 * 2
4,23,Female,silence,1.0023990999907255,6 - 3
4,23,Female,silence,1.043132799997693,12 / 4
4,23,Female,silence,1.3073604999808595,15 / 3
4,23,Female,silence,0.9994939000171144,6 + 2
4,23,Female,silence,0.8912163999921177,4 + 3
4,23,Female,low_bpm,0.9104437999776565,1 + 8
4,23,Female,low_bpm,0.8060246999957599,3 + 5
4,23,Female,low_bpm,0.9285421000095084,4 * 1
4,23,Female,low_bpm,0.9856082999904174,6 - 6
4,23,Female,low_bpm,1.4684248000266962,18 / 3
4,23,Female,low_bpm,0.7635690000024624,3 + 1
4,23,Female,low_bpm,1.0074303000001237,12 / 2
4,23,Female,low_bpm,0.8834897000051569,3 * 0
4,23,Female,low_bpm,1.0127962999977171,8 - 5
4,23,Female,low_bpm,0.7697558999934699,7 - 4
4,23,Female,low_bpm,1.2028499000007287,6 / 2
4,23,Female,low_bpm,2.4005344999895897,4 * 2
