id,age,gender,condition,reaction_time,equation
1,19,Female,low_bpm,1.0319140999927185,1 + 8
1,19,Female,low_bpm,1.4524929999897722,18 / 3
1,19,Female,low_bpm,0.9101770999841392,3 * 0
1,19,Female,low_bpm,0.7297517999832053,2 * 2
1,19,Female,low_bpm,0.8619679999828804,6 + 2
1,19,Female,low_bpm,1.051898000005167,8 / 4
1,19,Female,low_bpm,1.067397799983155,15 / 3
1,19,Female,low_bpm,1.1592282999772578,2 * 3
1,19,Female,low_bpm,0.7952523999847472,5 + 4
1,19,Female,low_bpm,0.9683528000023216,7 - 3
1,19,Female,low_bpm,1.0969314000103623,5 - 2
1,19,Female,low_bpm,0.8169073000026401,6 - 6
1,19,Female,silence,1.0887216000119224,12 / 4
1,19,Female,silence,0.843792100000428,2 + 5
1,19,Female,silence,0.9730764999985695,7 * 1
1,19,Female,silence,1.0085062000143807,6 / 2
1,19,Female,silence,0.7912543000129517,1 * 3
1,19,Female,silence,0.8179815000039525,6 - 3
1,19,Female,silence,0.8738453999976628,8 - 5
1,19,Female,silence,0.9437478000181727,3 + 5
1,19,Female,silence,0.9680819999775849,7 - 4
1,19,Female,silence,1.0066084999998566,12 / 2
1,19,Female,silence,0.7736432999954559,4 * 1
1,19,Female,silence,0.8656931000004988,4 + 3
1,19,Female,high_bpm,1.1529060000029858,10 - 4
1,19,Female,high_bpm,1.034996999980649,20 / 5
1,19,Female,high_bpm,1.0229530000069644,15 - 8
1,19,Female,high_bpm,0.7843868000200018,3 + 1
1,19,Female,high_bpm,0.8990875000017695,4 * 2
1,19,Female,high_bpm,0.8162889999803156,3 * 3
1,19,Female,high_bpm,1.10736850000103,12 - 5
1,19,Female,high_bpm,1.3740197999868542,7 / 1
1,19,Female,high_bpm,1.1437592000002041,10 / 5
1,19,Female,high_bpm,0.8146842000132892,3 + 6
1,19,Female,high_bpm,1.1961943000205792,7 + 2
1,19,Female,high_bpm,0.8445034000033047,2 * 4
