id,age,gender,condition,reaction_time,equation
25,20,Female,silence,1.8270863000070676,7 * 1
25,20,Female,silence,1.4738616999820806,5 - 2
25,20,Female,silence,1.2649658000154886,1 + 8
25,20,Female,silence,1.4303223000024445,7 + 2
25,20,Female,silence,2.076527500001248,2 * 3
25,20,Female,silence,1.494145100004971,15 / 3
25,20,Female,silence,1.2849228999984916,3 + 5
25,20,Female,silence,3.218502300005639,15 - 8
25,20,Female,silence,1.1194010000035632,2 * 2
25,20,Female,silence,1.5636130000057165,20 / 5
25,20,Female,silence,2.4148010999779217,7 / 1
25,20,Female,silence,1.9732032000028994,12 - 5
25,20,Female,high_bpm,2.147093599982327,12 / 2
25,20,Female,high_bpm,1.469073699990986,3 + 1
25,20,Female,high_bpm,2.0062255000229925,6 - 6
25,20,Female,high_bpm,1.4632482999877539,2 + 5
25,20,Female,high_bpm,1.1318351000081748,5 + 4
25,20,Female,high_bpm,1.5479313999821898,8 - 5
25,20,Female,high_bpm,1.4915658999816515,2 * 4
25,20,Female,high_bpm,1.2934084000007715,6 - 3
25,20,Female,high_bpm,1.1258157000120264,3 * 0
25,20,Female,high_bpm,1.444376800005557,10 / 5
25,20,Female,high_bpm,1.3070525999937672,6 / 2
25,20,Female,high_bpm,1.1491266999801155,1 * 3
25,20,Female,low_bpm,1.727009399997769,7 - 4
25,20,Female,low_bpm,1.4457303000090178,3 + 6
25,20,Female,low_bpm,1.5622567999816965,7 - 3
25,20,Female,low_bpm,1.5866541000141297,18 / 3
25,20,Female,low_bpm,1.2784478999965359,4 * 2
25,20,Female,low_bpm,2.6976451999798883,12 / 4
25,20,Female,low_bpm,2.5005967000033706,8 / 4
25,20,Female,low_bpm,1.3479253000114113,4 + 3
25,20,Female,low_bpm,1.2273966000066139,10 - 4
25,20,Female,low_bpm,1.7581080000090878,4 * 1
25,20,Female,low_bpm,1.2970828000106849,6 + 2
25,20,Female,low_bpm,1.3093215000117198,3 * 3
