id,age,gender,condition,reaction_time,equation
11,22,Female,low_bpm,1.8263994999870192,4 + 3
11,22,Female,low_bpm,2.117527100024745,8 / 4
11,22,Female,low_bpm,2.0036024000146426,3 + 6
11,22,Female,low_bpm,1.474619899992831,3 * 0
11,22,Female,low_bpm,3.4437350000080187,12 - 5
11,22,Female,low_bpm,2.0579374999797437,2 * 4
11,22,Female,low_bpm,1.6733433000044897,2 * 2
11,22,Female,low_bpm,4.802814599999692,15 - 8
11,22,Female,low_bpm,1.4429487000161316,20 / 5
11,22,Female,low_bpm,1.4217469999857713,10 - 4
11,22,Female,low_bpm,2.4968486999860033,6 + 2
11,22,Female,low_bpm,1.909130300016841,12 / 4
11,22,Female,high_bpm,1.7712367000058293,3 + 1
11,22,Female,high_bpm,1.1755463000154123,1 * 3
11,22,Female,high_bpm,2.214022300002398,8 - 5
11,22,Female,high_bpm,1.6771346000023186,5 + 4
11,22,Female,high_bpm,2.186741699988488,3 + 5
11,22,Female,high_bpm,2.2206268000009004,7 - 4
11,22,Female,high_bpm,1.521915599994827,7 / 1
11,22,Female,high_bpm,1.165394000010565,7 * 1
11,22,Female,high_bpm,1.3819396999897435,12 / 2
11,22,Female,high_bpm,1.4482682999805547,10 / 5
11,22,Female,high_bpm,1.2245953000092413,4 * 1
11,22,Female,high_bpm,0.9852085000020452,6 - 6
11,22,Female,silence,1.334349699987797,3 * 3
11,22,Female,silence,2.0605408000119496,6 - 3
11,22,Female,silence,1.4714784999960102,7 + 2
11,22,Female,silence,1.7590297000133432,2 + 5
11,22,Female,silence,1.6593227999983355,7 - 3
11,22,Female,silence,1.1601679000013974,4 * 2
11,22,Female,silence,2.941546099988045,6 / 2
11,22,Female,silence,2.329347899998538,5 - 2
11,22,Female,silence,1.6545560999948066,2 * 3
11,22,Female,silence,1.3342135999992024,1 + 8
11,22,Female,silence,1.2594129999924917,15 / 3
11,22,Female,silence,4.179484700027388,18 / 3
