id,age,gender,condition,reaction_time,equation
14,23,Male,silence,1.9940651999786496,15 / 3
14,23,Male,silence,1.5631550999823958,2 * 3
14,23,Male,silence,1.1839007000089623,5 + 4
14,23,Male,silence,1.0656899999885354,6 - 3
14,23,Male,silence,0.9568014999968,3 * 3
14,23,Male,silence,1.0324943999876268,3 + 6
14,23,Male,silence,1.2040728000283707,10 - 4
14,23,Male,silence,1.1561107999878004,6 - 6
14,23,Male,silence,2.6135918000072706,7 / 1
14,23,Male,silence,0.9634018000215292,1 * 3
14,23,Male,silence,1.0441541000036523,12 / 4
14,23,Male,silence,1.0318707999831531,3 + 5
14,23,Male,high_bpm,1.285107000003336,7 + 2
14,23,Male,high_bpm,1.4551051000016741,7 - 3
14,23,Male,high_bpm,0.9755280999816023,8 - 5
14,23,Male,high_bpm,1.1249288999824785,4 * 2
14,23,Male,high_bpm,0.8464526000025216,2 * 2
14,23,Male,high_bpm,0.8103967999923043,4 * 1
14,23,Male,high_bpm,1.1992174999904819,10 / 5
14,23,Male,high_bpm,1.8582345000177156,18 / 3
14,23,Male,high_bpm,1.201785600016592,8 / 4
14,23,Male,high_bpm,0.9952932000160217,1 + 8
14,23,Male,high_bpm,0.9634902999969199,4 + 3
14,23,Male,high_bpm,1.3185529000184033,15 - 8
14,23,Male,low_bpm,1.2425231999950483,6 / 2
14,23,Male,low_bpm,0.9074979000142775,7 - 4
14,23,Male,low_bpm,0.9664878000039607,7 * 1
14,23,Male,low_bpm,0.9092782999796327,20 / 5
14,23,Male,low_bpm,0.8788709999935236,2 + 5
14,23,Male,low_bpm,0.7770808999775909,3 + 1
14,23,Male,low_bpm,1.2443137999798637,12 / 2
14,23,Male,low_bpm,1.2774121999973431,6 + 2
14,23,Male,low_bpm,1.4165894000034314,5 - 2
14,23,Male,low_bpm,1.0179779000172857,12 - 5
14,23,Male,low_bpm,0.9485489999933634,2 * 4
14,23,Male,low_bpm,1.9841278999811038,3 * 0
