id,age,gender,condition,reaction_time,equation
23,20,Male,low_bpm,2.192383699992206,10 - 4
23,20,Male,low_bpm,1.5897946000040974,6 - 6
23,20,Male,low_bpm,6.9388105000252835,5 + 4
23,20,Male,low_bpm,4.074014500016347,6 + 2
23,20,Male,low_bpm,1.6318344000028446,18 / 3
23,20,Male,low_bpm,1.1699136999959592,2 * 2
23,20,Male,low_bpm,1.6718842999835033,15 / 3
23,20,Male,low_bpm,1.527731899986975,7 * 1
23,20,Male,low_bpm,1.1307528000033926,5 - 2
23,20,Male,low_bpm,1.2520861999946646,20 / 5
23,20,Male,low_bpm,1.4402704000240192,2 + 5
23,20,Male,low_bpm,1.2540776999958325,3 * 0
23,20,Male,silence,1.2669916000158992,4 + 3
23,20,Male,silence,1.2706371000094805,8 - 5
23,20,Male,silence,1.2207960000087041,8 / 4
23,20,Male,silence,1.212719700008165,1 * 3
23,20,Male,silence,1.1622877000190783,7 - 4
23,20,Male,silence,1.039846600004239,12 / 4
23,20,Male,silence,0.9269142999837641,3 + 1
23,20,Male,silence,1.6439637999865226,1 + 8
23,20,Male,silence,1.5605998999963049,4 * 2
23,20,Male,silence,2.150565700023435,10 / 5
23,20,Male,silence,1.2345776000001933,4 * 1
23,20,Male,silence,1.9287250000052154,7 - 3
23,20,Male,high_bpm,1.4696811999892816,12 / 2
23,20,Male,high_bpm,1.3257486999791581,3 + 6
23,20,Male,high_bpm,1.1881029999931343,2 * 4
23,20,Male,high_bpm,1.0575123000016902,6 - 3
23,20,Male,high_bpm,1.1987503999844193,7 / 1
23,20,Male,high_bpm,1.2713286000071093,3 + 5
23,20,Male,high_bpm,1.6196095999912359,7 + 2
23,20,Male,high_bpm,1.965653299994301,6 / 2
23,20,Male,high_bpm,1.2898897999839392,2 * 3
23,20,Male,high_bpm,1.314375799993286,3 * 3
23,20,Male,high_bpm,1.640775300009409,15 - 8
23,20,Male,high_bpm,2.405646999977762,12 - 5
