id,age,gender,condition,reaction_time,equation
26,21,Female,silence,1.7442748000030406,1 * 3
26,21,Female,silence,1.3069206999789458,7 / 1
26,21,Female,silence,1.3276614000205882,12 / 4
26,21,Female,silence,2.06782490000478,12 - 5
26,21,Female,silence,1.2998004000110086,2 * 3
26,21,Female,silence,1.2101438000099733,10 / 5
26,21,Female,silence,1.0960278999991715,2 * 2
26,21,Female,silence,1.4403055000002496,5 - 2
26,21,Female,silence,1.193844200024614,4 + 3
26,21,Female,silence,1.265394899994135,6 + 2
26,21,Female,silence,1.2685509000148159,7 - 4
26,21,Female,silence,1.2859847999934573,3 + 6
26,21,Female,low_bpm,2.4301974000118207,7 + 2
26,21,Female,low_bpm,1.2923143000225537,7 - 3
26,21,Female,low_bpm,1.0220889000047464,6 / 2
26,21,Female,low_bpm,1.0917228999896906,3 * 3
26,21,Female,low_bpm,1.3051476000109687,15 - 8
26,21,Female,low_bpm,1.0477556000114419,8 / 4
26,21,Female,low_bpm,1.0746366999810562,7 * 1
26,21,Female,low_bpm,1.1344554999959655,3 + 1
26,21,Female,low_bpm,1.094083599979058,2 * 4
26,21,Female,low_bpm,1.1627991999848746,6 - 3
26,21,Female,low_bpm,1.1304159999999683,15 / 3
26,21,Female,low_bpm,1.411693899979582,3 + 5
26,21,Female,high_bpm,2.7987900000007357,18 / 3
26,21,Female,high_bpm,1.6827616000082344,12 / 2
26,21,Female,high_bpm,1.5201043999986723,1 + 8
26,21,Female,high_bpm,1.1981221000023652,4 * 1
26,21,Female,high_bpm,1.0651682000025176,4 * 2
26,21,Female,high_bpm,1.075421700021252,10 - 4
26,21,Female,high_bpm,1.474404999986291,5 + 4
26,21,Female,high_bpm,1.2075221999839414,6 - 6
26,21,Female,high_bpm,2.672378999995999,20 / 5
26,21,Female,high_bpm,1.1475359000032768,2 + 5
26,21,Female,high_bpm,1.5142943999962881,8 - 5
26,21,Female,high_bpm,1.1052257999836002,3 * 0
