id,age,gender,condition,reaction_time,equation
24,19,Female,high_bpm,2.082324700022582,4 * 1
24,19,Female,high_bpm,1.5488769999938086,15 / 3
24,19,Female,high_bpm,1.6055301000014879,2 + 5
24,19,Female,high_bpm,1.005632299988065,3 + 1
24,19,Female,high_bpm,1.2348937999922782,6 - 3
24,19,Female,high_bpm,1.2317804000049364,1 + 8
24,19,Female,high_bpm,1.2327758999890648,4 * 2
24,19,Female,high_bpm,1.6187896000046749,7 / 1
24,19,Female,high_bpm,1.3792545000032987,3 * 3
24,19,Female,high_bpm,1.3266775000083726,6 - 6
24,19,Female,high_bpm,1.589157400012482,8 - 5
24,19,Female,high_bpm,1.434724599996116,6 / 2
24,19,Female,low_bpm,1.4814025000086986,7 + 2
24,19,Female,low_bpm,1.067548799997894,2 * 4
24,19,Female,low_bpm,1.3204925000027288,12 / 2
24,19,Female,low_bpm,1.2861052000080235,12 - 5
24,19,Female,low_bpm,1.075958300003549,1 * 3
24,19,Female,low_bpm,1.067322500020964,4 + 3
24,19,Female,low_bpm,1.3081361000076868,10 / 5
24,19,Female,low_bpm,1.3126497000048403,7 - 3
24,19,Female,low_bpm,1.3028847000095993,3 * 0
24,19,Female,low_bpm,1.1482110999932047,8 / 4
24,19,Female,low_bpm,1.2791052000247873,7 - 4
24,19,Female,low_bpm,1.2149238999991212,5 + 4
24,19,Female,silence,2.081028199987486,20 / 5
24,19,Female,silence,1.5086980999913067,10 - 4
24,19,Female,silence,1.0266380999819376,5 - 2
24,19,Female,silence,1.3550260000047274,18 / 3
24,19,Female,silence,1.1965310999948997,2 * 3
24,19,Female,silence,1.1205175000068266,3 + 5
24,19,Female,silence,1.4368850000028033,15 - 8
24,19,Female,silence,0.9889578000002075,2 * 2
24,19,Female,silence,1.0788044999935664,3 + 6
24,19,Female,silence,1.1890981000033207,6 + 2
24,19,Female,silence,1.3689470999815967,12 / 4
24,19,Female,silence,1.25078649999341,7 * 1
